image_path,label_path
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_37.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_37.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_39.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_39.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_49.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_49.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_65.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_65.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_124.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_124.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_64.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_64.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_31.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_31.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_34.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_34.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_114.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_114.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_111.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_111.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_115.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_115.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_109.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_109.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_106.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_106.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_136.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_136.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_144.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_144.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_23.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_23.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_6.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_6.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_84.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_84.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_2.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_2.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_48.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_48.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_29.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_29.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_72.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_72.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_126.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_126.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_20.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_20.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_148.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_148.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_125.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_125.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_121.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_121.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_8.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_8.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_83.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_83.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_130.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_130.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_63.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_63.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_46.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_46.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_22.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_22.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_118.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_118.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_139.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_139.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_3.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_3.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_108.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_108.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_82.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_82.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_80.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_80.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_77.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_77.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_122.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_122.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_19.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_19.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_9.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_9.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_76.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_76.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_101.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_101.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_127.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_127.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_59.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_59.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_42.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_42.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_55.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_55.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_112.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_112.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_61.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_61.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_107.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_107.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_149.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_149.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_98.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_98.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_62.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_62.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_152.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_152.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_21.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_21.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_52.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_52.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_60.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_60.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_12.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_12.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_0.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_0.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_138.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_138.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_95.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_95.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_123.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_123.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_134.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_134.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_47.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_47.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_120.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_120.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_119.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_119.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_89.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_89.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_133.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_133.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_91.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_91.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_71.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_71.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_140.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_140.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_93.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_93.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_68.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_68.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_27.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_27.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_128.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_128.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_45.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_45.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_96.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_96.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_17.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_17.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_35.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_35.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_38.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_38.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_146.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_146.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_102.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_102.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_5.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_5.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_56.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_56.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_142.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_142.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_13.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_13.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_33.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_33.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_30.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_30.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_129.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_129.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_69.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_69.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_104.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_104.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_137.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_137.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_24.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_24.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_88.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_88.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_74.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_74.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_36.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_36.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_85.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_85.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_86.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_86.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_41.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_41.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_105.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_105.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_11.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_11.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_73.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_73.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_87.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_87.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_100.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_100.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_113.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_113.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_132.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_132.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_26.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_26.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_81.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_81.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_103.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_103.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_67.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_67.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_51.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_51.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_10.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_10.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_18.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_18.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_147.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_147.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_58.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_58.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_143.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_143.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_7.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_7.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_14.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_14.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_92.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_92.txt
/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/images/img_16.jpg,/Users/emirarda/PycharmProjects/mug-cup-object-detection/data/labels/img_16.txt
